CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031300000000000ED;13/05/2021;17;0.079;R
ES0031300000000000ED;13/05/2021;18;0.058;R
ES0031300000000000ED;13/05/2021;19;0.222;R
ES0031300000000000ED;13/05/2021;20;0.164;R
ES0031300000000000ED;13/05/2021;21;0.108;R
ES0031300000000000ED;13/05/2021;22;0.342;R
ES0031300000000000ED;13/05/2021;23;0.545;R
ES0031300000000000ED;13/05/2021;24;0.291;R
ES0031300000000000ED;14/05/2021;1;0.149;R
ES0031300000000000ED;14/05/2021;2;0.121;R
ES0031300000000000ED;14/05/2021;3;0.072;R
ES0031300000000000ED;14/05/2021;4;0.088;R
ES0031300000000000ED;14/05/2021;5;0.075;R
ES0031300000000000ED;14/05/2021;6;0.069;R
ES0031300000000000ED;14/05/2021;7;0.09;R
ES0031300000000000ED;14/05/2021;8;0.049;R
ES0031300000000000ED;14/05/2021;9;0.439;R
ES0031300000000000ED;14/05/2021;10;0.251;R
ES0031300000000000ED;14/05/2021;11;3.063;R
ES0031300000000000ED;14/05/2021;12;0.5;R
ES0031300000000000ED;14/05/2021;13;0.731;R
ES0031300000000000ED;14/05/2021;14;0.691;R
ES0031300000000000ED;14/05/2021;15;0.272;R
ES0031300000000000ED;14/05/2021;16;0.074;R
ES0031300000000000ED;14/05/2021;17;0.127;R
ES0031300000000000ED;14/05/2021;18;0.062;R
ES0031300000000000ED;14/05/2021;19;0.098;R
ES0031300000000000ED;14/05/2021;20;0.288;R
ES0031300000000000ED;14/05/2021;21;0.082;R
ES0031300000000000ED;14/05/2021;22;0.344;R
ES0031300000000000ED;14/05/2021;23;0.315;R
ES0031300000000000ED;14/05/2021;24;0.22;R
ES0031300000000000ED;15/05/2021;1;0.288;R
ES0031300000000000ED;15/05/2021;2;0.106;R
ES0031300000000000ED;15/05/2021;3;0.062;R
ES0031300000000000ED;15/05/2021;4;0.077;R
ES0031300000000000ED;15/05/2021;5;0.278;R
ES0031300000000000ED;15/05/2021;6;0.105;R
ES0031300000000000ED;15/05/2021;7;0.034;R
ES0031300000000000ED;15/05/2021;8;0.069;R
ES0031300000000000ED;15/05/2021;9;0.257;R
ES0031300000000000ED;15/05/2021;10;0.228;R
ES0031300000000000ED;15/05/2021;11;0.729;R
ES0031300000000000ED;15/05/2021;12;0.545;R
ES0031300000000000ED;15/05/2021;13;0.125;R
ES0031300000000000ED;15/05/2021;14;0.108;R
ES0031300000000000ED;15/05/2021;15;0.511;R
ES0031300000000000ED;15/05/2021;16;0.252;R
ES0031300000000000ED;15/05/2021;17;0.234;R
ES0031300000000000ED;15/05/2021;18;0.059;R
ES0031300000000000ED;15/05/2021;19;0.121;R
ES0031300000000000ED;15/05/2021;20;0.054;R
ES0031300000000000ED;15/05/2021;21;0.103;R
ES0031300000000000ED;15/05/2021;22;0.466;R
ES0031300000000000ED;15/05/2021;23;1.091;R
ES0031300000000000ED;15/05/2021;24;0.357;R
ES0031300000000000ED;16/05/2021;1;0.218;R
ES0031300000000000ED;16/05/2021;2;0.11;R
ES0031300000000000ED;16/05/2021;3;0.047;R
ES0031300000000000ED;16/05/2021;4;0.084;R
ES0031300000000000ED;16/05/2021;5;0.051;R
ES0031300000000000ED;16/05/2021;6;0.07;R
